star_id,kepid,sde,snr,period,depth_ppm,duration_hours,n_transits_expected,n_in_transit_points,odd_even_ratio,odd_even_diff_sig,sec_depth_ratio,sec_depth_sig,quarter_recurrence,v_shape_metric,local_snr,residual_sde,scatter_ppm,scatter_mad_ppm,depth_to_scatter,radius_ratio,alias_ratio_half,alias_ratio_double,alias_ratio_triple,label,injected,period_days,depth_ppm_true,has_planet
KIC_7524239,7524239,15.359472902452977,345.9422404195189,320.90257116285295,9071.768364647274,19.200000000000003,4,110,0.44872633509007065,5.529714087902008,9.619940590184765e-05,0.026601651181216213,0.25,2.7876255316871563,194.78699501116006,34.950891613733305,1194.2467246729952,275.5516528003274,32.922206317597144,0.09524583121925743,0.6103771139696444,0.6090422848335619,0.9013429349550277,0,1.0,142.22344,577.0,1
KIC_7582689,7582689,26.216348933754777,499.85465799090696,61.3345787040357,1612.989739602045,28.799999999999997,23,934,0.4110644754528595,0.1246442107268612,0.054311770988742576,0.6665506644409899,0.8888888888888888,5.0,10.46625931878397,40.889189597316204,803.4835478520905,99.02452407876136,16.28879062644237,0.040162043518750946,0.5378731264461003,1.5710753703140472,3.2965676087492226,1,0.0,,,1
KIC_7585207,7585207,14.201348094610585,732.8346919287687,91.82663012737366,2052.1943353163715,28.799999999999997,16,665,0.18855923596723353,0.19644259171017453,0.0,0.0,0.7222222222222222,5.0,9.09739494333079,32.977996462498126,719.0289785132019,72.52961433182695,28.294571179263002,0.04530115158929596,0.44970551384098095,1.9495825356176149,1.2210117750102152,0,0.0,,,0
KIC_7597226,7597226,12.098162404361664,305.44882855548894,92.73588344134892,4000.657533723334,19.200000000000003,15,398,10.0,10.72406554293143,0.00015702657539862902,0.009806710429790387,0.5882352941176471,4.233376459836864,31.196685271604057,37.458184263096356,1083.5400475645238,262.67912847700904,15.230207123492459,0.06325075125026844,0.4504644245567156,1.0107546622851062,0.5379206757170425,0,1.0,272.83101,155.2,1
KIC_7610110,7610110,42.06925624876672,365.10401271803363,340.59220539980424,7922.267596109332,19.200000000000003,4,130,0.8539801143347984,0.7291173139461222,0.001411910873047955,0.4533799219684553,0.23529411764705882,2.9853827269349105,121.14689117103133,38.49268406855793,1038.9646540530152,248.07082935038588,31.935506552120973,0.08900712104157359,0.41628372357727733,0.6718106382258667,1.557480817278387,0,0.0,,,0
KIC_7708458,7708458,17.049878185552718,344.3999353134436,253.05966128507723,3641.110417656384,19.200000000000003,5,170,0.0007545579041732558,12.614888227035255,0.008566225462584912,0.12424573957382477,0.3333333333333333,4.235843085073455,5.658062174513414,48.3530743805219,669.5992794816818,138.06951011817353,26.371574828794294,0.06034161431099092,0.44998467990272834,1.6675363514075454,0.7062113653806427,0,0.0,,,0
KIC_7761918,7761918,12.458701224118068,150.44815962557357,236.27822454224136,2063.4984253605944,19.200000000000003,6,130,2.9849248698307016,1.1693081555004687,0.07298848826301164,2.651951177356021,0.2777777777777778,5.0,22.21951637411264,54.71615229206217,516.3021326017999,156.67307605257147,13.170727717557481,0.04542574628292412,0.4696935870617936,1.407612950474051,3.780193668512836,1,0.0,,,1
KIC_7763491,7763491,11.679453161955731,702.298570607733,112.10780690443852,11493.466328706472,4.800000000000001,13,71,0.8910630434082459,0.0010355455766522812,0.0,0.0,0.5,5.0,3.6969042294987777,262.4935394072046,2734.022243774381,137.8845560461905,83.35571914853342,0.10720758522001357,0.473545409240984,1.1804550039609747,3.5948860873035637,0,0.0,,,0
KIC_7766199,7766199,14.308427056195844,181.108614962893,159.10084711831715,1874.4472663161343,9.600000000000001,9,144,1.0441597720622044,0.002515223576779239,0.19246070874712856,0.8853025442218341,0.4444444444444444,5.0,2.316422395267982,37.616301708212376,359.34307398813706,124.26489685198189,15.084286180584707,0.043294887299958805,0.49486261626397876,1.8360422823441733,2.7274925395453566,0,1.0,325.77894,122.6,1
KIC_7808587,7808587,22.52806562856918,219.05773355999864,61.82707500908557,1504.908106740561,19.200000000000003,23,740,0.39416439245094675,0.3012458821768906,0.0,0.0,0.9411764705882353,5.0,7.890502335359109,26.992999595786664,866.2312084678105,187.87518512080283,8.010148364047717,0.0387931450998828,0.43941794937825396,1.5422947404756588,3.019443065487031,1,0.0,,,1
